,img_path,label,predicted_probs,predicted_label
0,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.686.jpg,Autistic,0.015873963,0
1,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.127.jpg,Autistic,0.7807334,1
2,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1051.jpg,Autistic,0.017202593,0
3,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1006.jpg,Non_Autistic,0.4509155,0
4,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.336.jpg,Non_Autistic,0.13346611,0
5,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.297.jpg,Non_Autistic,0.7177486,1
6,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.481.jpg,Autistic,0.4865765,0
7,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.108.jpg,Non_Autistic,0.8627649,1
8,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.721.jpg,Autistic,0.9078204,1
9,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.688.jpg,Autistic,0.07222176,0
10,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.814.jpg,Autistic,0.53432727,1
11,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.7.jpg,Autistic,0.13417354,0
12,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.299.jpg,Autistic,0.66945595,1
13,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1036.jpg,Non_Autistic,0.5582151,1
14,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.159.jpg,Autistic,0.012875906,0
15,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.884.jpg,Autistic,0.8269177,1
16,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.340.jpg,Non_Autistic,0.9200705,1
17,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1264.jpg,Non_Autistic,0.79695237,1
18,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1034.jpg,Non_Autistic,0.60040504,1
19,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.597.jpg,Autistic,0.9392172,1
20,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.348.jpg,Non_Autistic,0.20854779,0
21,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.601.jpg,Autistic,0.5820704,1
22,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.441.jpg,Autistic,0.82907075,1
23,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.238.jpg,Non_Autistic,0.8920595,1
24,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1184.jpg,Autistic,0.07493123,0
25,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.853.jpg,Autistic,0.7707517,1
26,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.505.jpg,Autistic,0.005743612,0
27,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.368.jpg,Autistic,0.91082704,1
28,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.107.jpg,Non_Autistic,0.90463936,1
29,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.351.jpg,Non_Autistic,0.7007734,1
30,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.308.jpg,Autistic,0.2699415,0
31,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1173.jpg,Non_Autistic,0.24379438,0
32,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1032.jpg,Non_Autistic,0.6137171,1
33,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.92.jpg,Autistic,0.015535369,0
34,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1046.jpg,Autistic,0.7475532,1
35,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.535.jpg,Non_Autistic,0.14654087,0
36,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.217.jpg,Autistic,0.07911184,0
37,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1031.jpg,Autistic,0.8709514,1
38,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.409.jpg,Autistic,0.047106218,0
39,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.379.jpg,Autistic,0.55267584,1
40,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.877.jpg,Autistic,0.47033072,0
41,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.603.jpg,Autistic,0.484908,0
42,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.858.jpg,Autistic,0.7898198,1
43,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.392.jpg,Autistic,0.63242537,1
44,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1236.jpg,Autistic,0.6197519,1
45,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.391.jpg,Non_Autistic,0.49905926,0
46,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.478.jpg,Autistic,0.7536193,1
47,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.141.jpg,Non_Autistic,0.43765232,0
48,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.418.jpg,Autistic,0.5758998,1
49,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.297.jpg,Autistic,0.7313537,1
50,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1172.jpg,Autistic,0.7175263,1
51,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.554.jpg,Autistic,0.26309925,0
52,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.850.jpg,Autistic,0.6289981,1
53,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.280.jpg,Autistic,0.17322627,0
54,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.463.jpg,Autistic,0.66391057,1
55,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.31.jpg,Autistic,0.13779229,0
56,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.14.jpg,Non_Autistic,0.21957509,0
57,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.904.jpg,Autistic,0.34582666,0
58,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.1007.jpg,Autistic,0.44490165,0
59,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.1204.jpg,Non_Autistic,0.2076864,0
60,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.921.jpg,Autistic,0.6412185,1
61,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.191.jpg,Autistic,0.076510936,0
62,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.125.jpg,Autistic,0.7970068,1
63,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.396.jpg,Non_Autistic,0.4800238,0
64,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Non_Autistic.221.jpg,Non_Autistic,0.97056985,1
65,/content/drive/MyDrive/Magnimind/Face_detection/MP/../train/Autistic.196.jpg,Autistic,0.02527812,0
